Gene stable ID	Gene stable ID version	Human gene name	Human gene stable ID
ENSMUSG00000006445	ENSMUSG00000006445.3	EPHA2	ENSG00000142627
ENSMUSG00000040434	ENSMUSG00000040434.16	LARGE2	ENSG00000165905
ENSMUSG00000027222	ENSMUSG00000027222.14	PEX16	ENSG00000121680
ENSMUSG00000030265	ENSMUSG00000030265.14	KRAS	ENSG00000133703
ENSMUSG00000040370	ENSMUSG00000040370.13	ETFRF1	ENSG00000205707
ENSMUSG00000006218	ENSMUSG00000006218.4	FAM131C	ENSG00000185519
ENSMUSG00000029461	ENSMUSG00000029461.17	FAM168A	ENSG00000054965
ENSMUSG00000036825	ENSMUSG00000036825.12	SSX2IP	ENSG00000117155
ENSMUSG00000011034	ENSMUSG00000011034.6	SLC5A1	ENSG00000100170
ENSMUSG00000033770	ENSMUSG00000033770.13	CLCNKA	ENSG00000186510
ENSMUSG00000033770	ENSMUSG00000033770.13	CLCNKB	ENSG00000184908
ENSMUSG00000028189	ENSMUSG00000028189.12	CTBS	ENSG00000117151
ENSMUSG00000028188	ENSMUSG00000028188.13	SPATA1	ENSG00000122432
ENSMUSG00000037379	ENSMUSG00000037379.7	SPON2	ENSG00000159674
ENSMUSG00000006216	ENSMUSG00000006216.10	CLCNKA	ENSG00000186510
ENSMUSG00000006216	ENSMUSG00000006216.10	CLCNKB	ENSG00000184908
ENSMUSG00000008318	ENSMUSG00000008318.10	RELT	ENSG00000054967
ENSMUSG00000054966	ENSMUSG00000054966.13	LMNTD1	ENSG00000152936
ENSMUSG00000033499	ENSMUSG00000033499.14	LARP4B	ENSG00000107929
ENSMUSG00000006221	ENSMUSG00000006221.7	HSPB7	ENSG00000173641
ENSMUSG00000070637	ENSMUSG00000070637.2	SRARP	ENSG00000183888
ENSMUSG00000037373	ENSMUSG00000037373.12	CTBP1	ENSG00000159692
ENSMUSG00000030259	ENSMUSG00000030259.12	RASSF8	ENSG00000123094
ENSMUSG00000044916	ENSMUSG00000044916.10	C11orf94	ENSG00000234776
ENSMUSG00000027223	ENSMUSG00000027223.15	MAPK8IP1	ENSG00000121653
ENSMUSG00000028187	ENSMUSG00000028187.10	RPF1	ENSG00000117133
ENSMUSG00000032875	ENSMUSG00000032875.8	ARHGEF17	ENSG00000110237
ENSMUSG00000019979	ENSMUSG00000019979.12	APAF1	ENSG00000120868
ENSMUSG00000006215	ENSMUSG00000006215.12	ZBTB17	ENSG00000116809
ENSMUSG00000040761	ENSMUSG00000040761.16	SPEN	ENSG00000065526
ENSMUSG00000026709	ENSMUSG00000026709.10	DARS2	ENSG00000117593
ENSMUSG00000030256	ENSMUSG00000030256.11	BHLHE41	ENSG00000123095
ENSMUSG00000079834	ENSMUSG00000079834.2	TMLHE	ENSG00000185973
ENSMUSG00000098601	ENSMUSG00000098601.1	RNU6-1120P	ENSG00000199858
ENSMUSG00000098601	ENSMUSG00000098601.1	RNU6-117P	ENSG00000202285
ENSMUSG00000064982	ENSMUSG00000064982.1	RNU2-49P	ENSG00000222598
ENSMUSG00000065820	ENSMUSG00000065820.1	RNU2-62P	ENSG00000222800
ENSMUSG00000064647	ENSMUSG00000064647.1	SNORD58A	ENSG00000206602
ENSMUSG00000064995	ENSMUSG00000064995.1	SNORA71A	ENSG00000225091
ENSMUSG00000065922	ENSMUSG00000065922.1	5_8S_rRNA	ENSG00000276871
ENSMUSG00000065922	ENSMUSG00000065922.1	5_8S_rRNA	ENSG00000283568
ENSMUSG00000065922	ENSMUSG00000065922.1	5_8S_rRNA	ENSG00000275877
ENSMUSG00000065922	ENSMUSG00000065922.1	5_8S_rRNA	ENSG00000283291
ENSMUSG00000065922	ENSMUSG00000065922.1	5_8S_rRNA	ENSG00000283274
ENSMUSG00000088340	ENSMUSG00000088340.1	SNORA75	ENSG00000212440
ENSMUSG00000088340	ENSMUSG00000088340.1	SNORA75	ENSG00000212533
ENSMUSG00000088340	ENSMUSG00000088340.1	SNORA75	ENSG00000212432
ENSMUSG00000064876	ENSMUSG00000064876.1	RNU6-1219P	ENSG00000251952
ENSMUSG00000064876	ENSMUSG00000064876.1	RNU6-801P	ENSG00000200957
ENSMUSG00000064876	ENSMUSG00000064876.1	RNU6-444P	ENSG00000206715
ENSMUSG00000065088	ENSMUSG00000065088.1	AC002069.1	ENSG00000207094
ENSMUSG00000089045	ENSMUSG00000089045.1	SNORA70	ENSG00000253042
ENSMUSG00000089045	ENSMUSG00000089045.1	SNORA70	ENSG00000251796
ENSMUSG00000089045	ENSMUSG00000089045.1	SNORA70	ENSG00000251925
ENSMUSG00000089045	ENSMUSG00000089045.1	SNORA70	ENSG00000201376
ENSMUSG00000065591	ENSMUSG00000065591.1	RNU6-752P	ENSG00000252185
ENSMUSG00000065591	ENSMUSG00000065591.1	RNU6-603P	ENSG00000223335
ENSMUSG00000087898	ENSMUSG00000087898.1	RN7SKP145	ENSG00000200161
ENSMUSG00000075760	ENSMUSG00000075760.1	RNU6-340P	ENSG00000200875
ENSMUSG00000088970	ENSMUSG00000088970.1	RNU7-62P	ENSG00000238653
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF2	ENSG00000120952
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF5	ENSG00000270601
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF7	ENSG00000204510
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF26	ENSG00000280267
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF17	ENSG00000204479
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF20	ENSG00000204478
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF6	ENSG00000232423
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF12	ENSG00000116726
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF4	ENSG00000243073
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF1	ENSG00000116721
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF14	ENSG00000204481
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF10	ENSG00000187545
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF15	ENSG00000204501
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF18	ENSG00000279804
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF25	ENSG00000229571
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF13	ENSG00000279169
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF11	ENSG00000239810
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF27	ENSG00000274764
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF33	ENSG00000237700
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF8	ENSG00000182330
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF19	ENSG00000204480
ENSMUSG00000095475	ENSMUSG00000095475.1	PRAMEF9	ENSG00000204505
ENSMUSG00000096331	ENSMUSG00000096331.1	RNU6-1338P	ENSG00000252137
ENSMUSG00000089084	ENSMUSG00000089084.1	RN7SKP105	ENSG00000253001
ENSMUSG00000075903	ENSMUSG00000075903.1	RNU6-24P	ENSG00000207169
ENSMUSG00000065097	ENSMUSG00000065097.1	SNORA16A	ENSG00000280498
ENSMUSG00000065097	ENSMUSG00000065097.1	SNORA16B	ENSG00000201544
ENSMUSG00000089075	ENSMUSG00000089075.1	RN7SKP12	ENSG00000252084
ENSMUSG00000084620	ENSMUSG00000084620.1	RN7SKP157	ENSG00000251983
ENSMUSG00000084620	ENSMUSG00000084620.1	RN7SKP66	ENSG00000252490
ENSMUSG00000096290	ENSMUSG00000096290.1	RNU6-737P	ENSG00000202240
ENSMUSG00000065201	ENSMUSG00000065201.1	RNU6-90P	ENSG00000272337
ENSMUSG00000065743	ENSMUSG00000065743.1	RNU6-553P	ENSG00000200917
ENSMUSG00000064966	ENSMUSG00000064966.1	SNORD15B	ENSG00000207445
ENSMUSG00000089437	ENSMUSG00000089437.1	RNU6-1072P	ENSG00000207434
ENSMUSG00000089437	ENSMUSG00000089437.1	RNU6-1323P	ENSG00000206752
ENSMUSG00000089437	ENSMUSG00000089437.1	RNU6-771P	ENSG00000207511
ENSMUSG00000096684	ENSMUSG00000096684.1	SNORA84	ENSG00000239183
ENSMUSG00000087914	ENSMUSG00000087914.1	RN7SKP216	ENSG00000222982
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF2	ENSG00000120952
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF5	ENSG00000270601
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF7	ENSG00000204510
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF26	ENSG00000280267
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF17	ENSG00000204479
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF20	ENSG00000204478
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF6	ENSG00000232423
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF12	ENSG00000116726
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF4	ENSG00000243073
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF1	ENSG00000116721
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF14	ENSG00000204481
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF10	ENSG00000187545
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF15	ENSG00000204501
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF18	ENSG00000279804
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF25	ENSG00000229571
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF13	ENSG00000279169
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF11	ENSG00000239810
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF27	ENSG00000274764
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF33	ENSG00000237700
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF8	ENSG00000182330
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF19	ENSG00000204480
ENSMUSG00000095666	ENSMUSG00000095666.1	PRAMEF9	ENSG00000204505
ENSMUSG00000077847	ENSMUSG00000077847.1	MIR105-2	ENSG00000207818
ENSMUSG00000073572	ENSMUSG00000073572.2	SPINK9	ENSG00000204909
ENSMUSG00000061654	ENSMUSG00000061654.3	SPRY3	ENSG00000168939
ENSMUSG00000064905	ENSMUSG00000064905.1	Vault	ENSG00000252328
ENSMUSG00000095594	ENSMUSG00000095594.1	RNU6-288P	ENSG00000200560
ENSMUSG00000095594	ENSMUSG00000095594.1	RNU6-759P	ENSG00000252549
ENSMUSG00000095594	ENSMUSG00000095594.1	RNU6-930P	ENSG00000212240
ENSMUSG00000088187	ENSMUSG00000088187.1	RN7SKP265	ENSG00000252257
ENSMUSG00000095247	ENSMUSG00000095247.7	CCL27	ENSG00000213927
ENSMUSG00000096766	ENSMUSG00000096766.1	RNU5E-6P	ENSG00000202444
ENSMUSG00000089545	ENSMUSG00000089545.1	RN7SKP83	ENSG00000252321
ENSMUSG00000065016	ENSMUSG00000065016.1	SNORA3A	ENSG00000200983
ENSMUSG00000065016	ENSMUSG00000065016.1	AP001619.3	ENSG00000251778
ENSMUSG00000065519	ENSMUSG00000065519.1	MIR10A	ENSG00000284038
ENSMUSG00000094906	ENSMUSG00000094906.1	RNU6-1170P	ENSG00000251783
ENSMUSG00000094906	ENSMUSG00000094906.1	RNU6-795P	ENSG00000252132
ENSMUSG00000094906	ENSMUSG00000094906.1	RNU6-206P	ENSG00000206843
ENSMUSG00000094906	ENSMUSG00000094906.1	RNU6-421P	ENSG00000201341
ENSMUSG00000095320	ENSMUSG00000095320.1	CCL21	ENSG00000137077
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF2	ENSG00000120952
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF5	ENSG00000270601
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF7	ENSG00000204510
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF26	ENSG00000280267
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF17	ENSG00000204479
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF20	ENSG00000204478
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF6	ENSG00000232423
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF12	ENSG00000116726
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF4	ENSG00000243073
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF1	ENSG00000116721
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF14	ENSG00000204481
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF10	ENSG00000187545
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF15	ENSG00000204501
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF18	ENSG00000279804
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF25	ENSG00000229571
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF13	ENSG00000279169
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF11	ENSG00000239810
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF27	ENSG00000274764
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF33	ENSG00000237700
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF8	ENSG00000182330
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF19	ENSG00000204480
ENSMUSG00000094172	ENSMUSG00000094172.1	PRAMEF9	ENSG00000204505
ENSMUSG00000065530	ENSMUSG00000065530.1	MIR99A	ENSG00000207638
ENSMUSG00000087785	ENSMUSG00000087785.1	AL137790.1	ENSG00000200536
ENSMUSG00000099235	ENSMUSG00000099235.1	Z99774.2	ENSG00000275942
ENSMUSG00000088583	ENSMUSG00000088583.1	RNU6-627P	ENSG00000200902
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF2	ENSG00000120952
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF5	ENSG00000270601
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF7	ENSG00000204510
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF26	ENSG00000280267
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF17	ENSG00000204479
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF20	ENSG00000204478
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF6	ENSG00000232423
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF12	ENSG00000116726
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF4	ENSG00000243073
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF1	ENSG00000116721
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF14	ENSG00000204481
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF10	ENSG00000187545
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF15	ENSG00000204501
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF18	ENSG00000279804
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF25	ENSG00000229571
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF13	ENSG00000279169
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF11	ENSG00000239810
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF27	ENSG00000274764
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF33	ENSG00000237700
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF8	ENSG00000182330
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF19	ENSG00000204480
ENSMUSG00000091585	ENSMUSG00000091585.2	PRAMEF9	ENSG00000204505
ENSMUSG00000094576	ENSMUSG00000094576.1	FAM205A	ENSG00000205108
ENSMUSG00000088339	ENSMUSG00000088339.1	U2	ENSG00000273694
ENSMUSG00000064440	ENSMUSG00000064440.1	AC126172.1	ENSG00000201502
ENSMUSG00000098526	ENSMUSG00000098526.1	AC007351.4	ENSG00000275231
ENSMUSG00000088049	ENSMUSG00000088049.1	RN7SKP297	ENSG00000223202
ENSMUSG00000092807	ENSMUSG00000092807.1	MIR199B	ENSG00000207581
ENSMUSG00000065412	ENSMUSG00000065412.3	MIR29B2	ENSG00000284203
ENSMUSG00000077391	ENSMUSG00000077391.1	SNORA12	ENSG00000212464
ENSMUSG00000089021	ENSMUSG00000089021.1	RNU1-33P	ENSG00000201119
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF2	ENSG00000120952
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF5	ENSG00000270601
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF7	ENSG00000204510
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF26	ENSG00000280267
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF17	ENSG00000204479
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF20	ENSG00000204478
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF6	ENSG00000232423
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF12	ENSG00000116726
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF4	ENSG00000243073
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF1	ENSG00000116721
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF14	ENSG00000204481
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF10	ENSG00000187545
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF15	ENSG00000204501
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF18	ENSG00000279804
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF25	ENSG00000229571
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF13	ENSG00000279169
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF11	ENSG00000239810
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF27	ENSG00000274764
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF33	ENSG00000237700
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF8	ENSG00000182330
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF19	ENSG00000204480
ENSMUSG00000094383	ENSMUSG00000094383.1	PRAMEF9	ENSG00000204505
ENSMUSG00000088442	ENSMUSG00000088442.1	RN7SKP126	ENSG00000223075
ENSMUSG00000088442	ENSMUSG00000088442.1	RN7SKP53	ENSG00000223269
ENSMUSG00000088820	ENSMUSG00000088820.1	SNORD114-27	ENSG00000200636
ENSMUSG00000065204	ENSMUSG00000065204.1	AC007375.1	ENSG00000201384
ENSMUSG00000065381	ENSMUSG00000065381.1	RNU6-1107P	ENSG00000201687
ENSMUSG00000064926	ENSMUSG00000064926.1	RNU6-140P	ENSG00000207296
ENSMUSG00000064382	ENSMUSG00000064382.1	SNORA63	ENSG00000200320
ENSMUSG00000065208	ENSMUSG00000065208.1	SNORA4	ENSG00000263776
ENSMUSG00000077317	ENSMUSG00000077317.1	RNU11-3P	ENSG00000212413
ENSMUSG00000065248	ENSMUSG00000065248.1	AC007375.1	ENSG00000201384
ENSMUSG00000088146	ENSMUSG00000088146.1	SCARNA3	ENSG00000252906
ENSMUSG00000096342	ENSMUSG00000096342.1	RNU6-645P	ENSG00000201519
ENSMUSG00000096342	ENSMUSG00000096342.1	RNU6-1010P	ENSG00000199627
ENSMUSG00000080683	ENSMUSG00000080683.1	SNORD88A	ENSG00000221241
ENSMUSG00000099081	ENSMUSG00000099081.1	AC004542.3	ENSG00000275307
ENSMUSG00000088412	ENSMUSG00000088412.1	SNORA79	ENSG00000221303
ENSMUSG00000077207	ENSMUSG00000077207.1	RNU6-450P	ENSG00000201524
ENSMUSG00000087930	ENSMUSG00000087930.1	SNORA55	ENSG00000201457
ENSMUSG00000092887	ENSMUSG00000092887.1	SNORD53	ENSG00000265145
ENSMUSG00000076140	ENSMUSG00000076140.1	MIR542	ENSG00000207784
ENSMUSG00000065431	ENSMUSG00000065431.1	MIR186	ENSG00000207721
ENSMUSG00000088623	ENSMUSG00000088623.1	RNU6ATAC27P	ENSG00000221216
ENSMUSG00000088623	ENSMUSG00000088623.1	RNU6ATAC7P	ENSG00000221038
ENSMUSG00000088623	ENSMUSG00000088623.1	RNU6ATAC8P	ENSG00000221387
ENSMUSG00000065571	ENSMUSG00000065571.1	MIR326	ENSG00000199090
ENSMUSG00000088026	ENSMUSG00000088026.1	RN7SKP147	ENSG00000252963
ENSMUSG00000064853	ENSMUSG00000064853.1	SNORA38	ENSG00000200816
ENSMUSG00000087777	ENSMUSG00000087777.1	RNU6-1334P	ENSG00000251841
ENSMUSG00000070072	ENSMUSG00000070072.1	MIR433	ENSG00000207569
ENSMUSG00000075958	ENSMUSG00000075958.1	RNU6-827P	ENSG00000202423
ENSMUSG00000095857	ENSMUSG00000095857.1	U6	ENSG00000283418
ENSMUSG00000065514	ENSMUSG00000065514.1	MIR106B	ENSG00000208036
ENSMUSG00000070080	ENSMUSG00000070080.1	MIR431	ENSG00000208001
ENSMUSG00000089163	ENSMUSG00000089163.1	RNU6-1152P	ENSG00000207306
ENSMUSG00000040065	ENSMUSG00000040065.8	MPEG1	ENSG00000197629
ENSMUSG00000089253	ENSMUSG00000089253.1	RNU6-220P	ENSG00000212221
ENSMUSG00000084612	ENSMUSG00000084612.1	RNA5SP525	ENSG00000212595
ENSMUSG00000084487	ENSMUSG00000084487.1	SNORD114-14	ENSG00000199593
ENSMUSG00000084611	ENSMUSG00000084611.1	RN7SKP42	ENSG00000222845
ENSMUSG00000077518	ENSMUSG00000077518.1	RNU6-723P	ENSG00000206700
ENSMUSG00000065678	ENSMUSG00000065678.1	RNU6-48P	ENSG00000206888
ENSMUSG00000095207	ENSMUSG00000095207.1	FAM205A	ENSG00000205108
ENSMUSG00000095233	ENSMUSG00000095233.1	RNU6-80P	ENSG00000206922
ENSMUSG00000088571	ENSMUSG00000088571.1	RN7SKP43	ENSG00000251982
ENSMUSG00000065422	ENSMUSG00000065422.1	MIR221	ENSG00000207870
ENSMUSG00000088394	ENSMUSG00000088394.1	RNU1-142P	ENSG00000252491
ENSMUSG00000077704	ENSMUSG00000077704.1	SNORD89	ENSG00000212283
ENSMUSG00000095422	ENSMUSG00000095422.1	RNU6-832P	ENSG00000200189
ENSMUSG00000065583	ENSMUSG00000065583.1	MIR218-2	ENSG00000207739
ENSMUSG00000076387	ENSMUSG00000076387.1	MIR671	ENSG00000284191
ENSMUSG00000098696	ENSMUSG00000098696.1	AC022028.3	ENSG00000278333
ENSMUSG00000070103	ENSMUSG00000070103.2	MIR488	ENSG00000202609
ENSMUSG00000065608	ENSMUSG00000065608.1	MIRLET7A3	ENSG00000283990
ENSMUSG00000094815	ENSMUSG00000094815.1	AC007375.1	ENSG00000201384
ENSMUSG00000088903	ENSMUSG00000088903.1	SCARNA16	ENSG00000275143
ENSMUSG00000065635	ENSMUSG00000065635.1	SNORD1C	ENSG00000274091
ENSMUSG00000077565	ENSMUSG00000077565.1	SNORD12B	ENSG00000222365
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-21	ENSG00000272344
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-28	ENSG00000200480
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-22	ENSG00000202293
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-9	ENSG00000201240
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-24	ENSG00000201899
ENSMUSG00000084604	ENSMUSG00000084604.1	SNORD114-25	ENSG00000200612
ENSMUSG00000065004	ENSMUSG00000065004.1	AL591387.1	ENSG00000202283
ENSMUSG00000065004	ENSMUSG00000065004.1	AC022296.1	ENSG00000201827
ENSMUSG00000076143	ENSMUSG00000076143.1	MIR708	ENSG00000211997
ENSMUSG00000065464	ENSMUSG00000065464.2	MIR185	ENSG00000208023
ENSMUSG00000084652	ENSMUSG00000084652.1	RNU4-39P	ENSG00000199325
ENSMUSG00000084652	ENSMUSG00000084652.1	RNU4-4P	ENSG00000201458
ENSMUSG00000084674	ENSMUSG00000084674.1	RN7SKP189	ENSG00000201912
ENSMUSG00000064526	ENSMUSG00000064526.1	RNU6-640P	ENSG00000200563
ENSMUSG00000064394	ENSMUSG00000064394.1	RNU6-451P	ENSG00000199791
ENSMUSG00000064394	ENSMUSG00000064394.1	RNU6-287P	ENSG00000252039
ENSMUSG00000088964	ENSMUSG00000088964.1	RNU6-524P	ENSG00000206997
ENSMUSG00000076288	ENSMUSG00000076288.1	MIR301B	ENSG00000212102
ENSMUSG00000065416	ENSMUSG00000065416.1	MIR19A	ENSG00000284204
ENSMUSG00000064960	ENSMUSG00000064960.1	AC007240.1	ENSG00000206647
ENSMUSG00000064960	ENSMUSG00000064960.1	AL078581.1	ENSG00000202343
ENSMUSG00000064960	ENSMUSG00000064960.1	SNORA2A	ENSG00000206612
ENSMUSG00000088804	ENSMUSG00000088804.1	RNU6-216P	ENSG00000200152
ENSMUSG00000088804	ENSMUSG00000088804.1	RNU6-1209P	ENSG00000200525
ENSMUSG00000088804	ENSMUSG00000088804.1	RNU6-992P	ENSG00000200213
ENSMUSG00000087935	ENSMUSG00000087935.1	AC106037.1	ENSG00000252677
ENSMUSG00000094013	ENSMUSG00000094013.1	RNU6-4P	ENSG00000206932
ENSMUSG00000088976	ENSMUSG00000088976.1	RN7SKP24	ENSG00000251697
ENSMUSG00000093073	ENSMUSG00000093073.1	MIR124-2	ENSG00000207816
ENSMUSG00000099053	ENSMUSG00000099053.1	RNA5SP526	ENSG00000274663
ENSMUSG00000099053	ENSMUSG00000099053.1	5S_rRNA	ENSG00000277488
ENSMUSG00000065260	ENSMUSG00000065260.1	RNU6-951P	ENSG00000199603
ENSMUSG00000077668	ENSMUSG00000077668.1	RNU6-58P	ENSG00000252952
ENSMUSG00000088719	ENSMUSG00000088719.1	RNU6-479P	ENSG00000252157
ENSMUSG00000065935	ENSMUSG00000065935.1	RNU6-1292P	ENSG00000206583
ENSMUSG00000076946	ENSMUSG00000076946.2	MIR582	ENSG00000202601
ENSMUSG00000065399	ENSMUSG00000065399.2	MIR133A1	ENSG00000283927
ENSMUSG00000070075	ENSMUSG00000070075.1	MIR490	ENSG00000207597
ENSMUSG00000096561	ENSMUSG00000096561.1	RNU6-554P	ENSG00000222398
ENSMUSG00000096561	ENSMUSG00000096561.1	RNU6-353P	ENSG00000201136
ENSMUSG00000077220	ENSMUSG00000077220.1	AC092630.1	ENSG00000212378
ENSMUSG00000077220	ENSMUSG00000077220.1	AC073875.1	ENSG00000212168
ENSMUSG00000065361	ENSMUSG00000065361.1	Telomerase-vert	ENSG00000277925
ENSMUSG00000065266	ENSMUSG00000065266.1	SNORA16A	ENSG00000280498
ENSMUSG00000065266	ENSMUSG00000065266.1	SNORA16B	ENSG00000201544
ENSMUSG00000077791	ENSMUSG00000077791.1	RNU6-1140P	ENSG00000222449
ENSMUSG00000093784	ENSMUSG00000093784.1	AP001065.1	ENSG00000264452
ENSMUSG00000077394	ENSMUSG00000077394.1	AC093872.1	ENSG00000199894
ENSMUSG00000077394	ENSMUSG00000077394.1	AL732366.1	ENSG00000201592
ENSMUSG00000077394	ENSMUSG00000077394.1	AC069285.1	ENSG00000199231
ENSMUSG00000077394	ENSMUSG00000077394.1	AP003499.3	ENSG00000275146
ENSMUSG00000096211	ENSMUSG00000096211.1	RNU1-123P	ENSG00000239194
